scheme_code,scheme_name,isinGrowth,isinDivReinvestment,fund_house,is_direct_plan,is_growth_plan
148947,Tata Dividend Yield Fund-Direct Plan-Growth,INF277K015Z8,,Tata,True,True
148948,Tata Dividend Yield Fund-Regular Plan-Growth,INF277K018Z2,,Tata,False,True
148949,Tata Dividend Yield Fund-Regular Plan-IDCW Reinvestment,,INF277K019Z0,Tata,False,False
148950,Tata Dividend Yield Fund-Regular Plan-IDCW Payout,INF277KA1018,,Tata,False,False
148951,Tata Dividend Yield Fund-Direct Plan-IDCW Reinvestment,,INF277K016Z6,Tata,True,False
148952,Tata Dividend Yield Fund-Direct Plan-IDCW Payout,INF277K017Z4,,Tata,True,False
148953,Axis Global Innovation Fund of Fund - Regular Plan - Growth,INF846K01Z53,,Axis,False,True
148954,Axis Global Innovation Fund of Fund - Direct Plan - Growth,INF846K01Z20,,Axis,True,True
148955,Axis Global Innovation Fund of Fund - Direct Plan - IDCW,INF846K01Z38,INF846K01Z46,Axis,True,False
148956,Axis Global Innovation Fund of Fund - Regular Plan - IDCW,INF846K01Z61,INF846K01Z79,Axis,False,False
148957,ICICI Prudential Nifty Healthcare ETF,INF109KC1Q72,,ICICI,False,False
148958,Parag Parikh Conservative Hybrid Fund - Direct Plan - Growth,INF879O01175,,Parag,True,True
148959,Parag Parikh Conservative Hybrid Fund - Regular Plan - Growth,INF879O01209,,Parag,False,True
148960,Parag Parikh Conservative Hybrid Fund - Regular Plan - Monthly IDCW,INF879O01191,INF879O01183,Parag,False,False
148961,Parag Parikh Conservative Hybrid Fund - Direct Plan - Monthly IDCW,INF879O01167,INF879O01159,Parag,True,False
148962,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct Growth,INF209KB1Z71,,Aditya,True,True
148963,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct-IDCW,INF209KB1Z89,INF209KB1Z97,Aditya,True,False
148964,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular IDCW,INF209KB1Z55,INF209KB1Z63,Aditya,False,False
148965,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth,INF209KB1Z48,,Aditya,False,True
148966,SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Regular Plan - Growth,INF200KA1W34,,SBI,False,True
148967,SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Direct Plan - Growth,INF200KA1W59,,SBI,True,True
148968,SBI Fixed Maturity Plan (FMP) - Series 44 (1855 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1W67,,SBI,True,False
148969,SBI Fixed Maturity Plan (FMP) Series 44 (1855 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1W42,,SBI,False,False
148970,ITI Value Fund - Direct Plan - IDCW Option,INF00XX01AR4,INF00XX01AS2,ITI,True,False
148971,ITI Value Fund - Regular Plan - IDCW Option,INF00XX01AO1,INF00XX01AP8,ITI,False,False
148972,ITI Value Fund - Direct Plan - Growth Option,INF00XX01AQ6,,ITI,True,True
148973,ITI Value Fund - Regular Plan - Growth Option,INF00XX01AN3,,ITI,False,True
148974,Kotak Nifty 50 Index Fund - Regular Plan-Growth,INF174KA1GX1,,Kotak,False,True
148976,Kotak Nifty 50 Index Fund - Direct Plan-IDCW Payout,INF174KA1HB5,INF174KA1HC3,Kotak,True,False
148978,Kotak Nifty 50 Index Fund - Direct Plan-Growth,INF174KA1HA7,,Kotak,True,True
148979,Kotak Nifty 50 Index Fund - Regular Plan-IDCW Payout,INF174KA1GY9,INF174KA1GZ6,Kotak,False,False
148980,BANK OF INDIA Large Cap Fund Direct Plan Growth,INF761K01FL3,,BANK,True,True
148981,BANK OF INDIA Large Cap Fund Direct Plan IDCW,INF761K01FK5,INF761K01FM1,BANK,True,False
148982,BANK OF INDIA Large Cap Fund Regular Plan Growth,INF761K01FO7,,BANK,False,True
148983,BANK OF INDIA Large Cap Fund Regular Plan IDCW,INF761K01FN9,INF761K01FP4,BANK,False,False
148984,HDFC Banking & Financial Services Fund - IDCW Option,INF179KC1BK2,INF179KC1BL0,HDFC,False,False
148985,HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan,INF179KC1BH8,INF179KC1BI6,HDFC,True,False
148986,HDFC Banking & Financial Services Fund - Growth Option - Direct Plan,INF179KC1BG0,,HDFC,True,True
148987,HDFC Banking & Financial Services Fund - Growth Option,INF179KC1BJ4,,HDFC,False,True
148988,ICICI Prudential Flexicap Fund - IDCW,INF109KC1Q98,INF109KC1R06,ICICI,False,False
148989,ICICI Prudential Flexicap Fund - Growth,INF109KC1Q80,,ICICI,False,True
148990,ICICI Prudential Flexicap Fund - Direct Plan - Growth,INF109KC1R14,,ICICI,True,True
148991,ICICI Prudential Flexicap Fund - Direct Plan - IDCW,INF109KC1R22,INF109KC1R30,ICICI,True,False
148992,Axis Quant Fund - Regular Plan - Growth,INF846K011A2,,Axis,False,True
148993,Axis Quant Fund - Direct Plan - Growth,INF846K01Z87,,Axis,True,True
148994,Axis Quant Fund - Direct Plan - IDCW,INF846K01Z95,INF846K010A4,Axis,True,False
148995,Axis Quant Fund - Regular Plan - IDCW,INF846K012A0,INF846K013A8,Axis,False,False
148996,SBI Fixed Maturity Plan (FMP) Series 45 (1840 Days) - Regular Plan - Growth,INF200KA1W75,,SBI,False,True
148997,SBI Fixed Maturity Plan (FMP) Series 45 (1840Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1W83,,SBI,False,False
148998,SBI Fixed Maturity Plan (FMP) Series 45 (1840 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1X09,,SBI,True,False
148999,SBI Fixed Maturity Plan (FMP) Series 45 (1840 Days) - Direct Plan - Growth,INF200KA1W91,,SBI,True,True
149000,Tata Floating Rate Fund-Direct Plan-IDCW Monthly Payout,INF277KA1042,,Tata,True,False
149001,Tata Floating Rate Fund-Direct Plan-IDCW Quarterly Payout,INF277KA1059,,Tata,True,False
149002,Tata Floating Rate Fund-Direct Plan-IDCW Periodic Payout,INF277KA1034,,Tata,True,False
149003,Tata Floating Rate Fund-Regular Plan-Growth,INF277KA1091,,Tata,False,True
149004,Tata Floating Rate Fund-Regular Plan-IDCW Monthly Payout,INF277KA1117,,Tata,False,False
149005,Tata Floating Rate Fund-Regular Plan-IDCW Quarterly Payout,INF277KA1125,,Tata,False,False
149006,Tata Floating Rate Fund-Regular Plan-IDCW Periodic Payout,INF277KA1109,,Tata,False,False
149007,Tata Floating Rate Fund -Direct Plan-Growth,INF277KA1026,,Tata,True,True
149008,Nippon India Nifty Pharma ETF,INF204KC1089,,Nippon,False,False
149009,Invesco India Medium Duration Fund - Regular Plan - Quarterly IDCW (Payout / Reinvestment),INF205KA1353,INF205KA1387,Invesco,False,False
149010,Invesco India Medium Duration Fund - Regular Plan - Discretionary IDCW(Payout / Reinvestment)),INF205KA1361,INF205KA1395,Invesco,False,False
149011,Invesco India Medium Duration Fund - Direct Plan - Growth,INF205KA1429,,Invesco,True,True
149012,Invesco India Medium Duration Fund - Regular Plan - Growth,INF205KA1379,,Invesco,False,True
149013,Invesco India Medium Duration Fund - Direct Plan - Discretionary IDCW (Payout/Reinvestment),INF205KA1411,INF205KA1445,Invesco,True,False
149014,Invesco India Medium Duration Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)),INF205KA1403,INF205KA1437,Invesco,True,False
149015,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Growth Option,INF209KB10A6,,Aditya,False,True
149016,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Payout of IDCW option,INF209KB11A4,,Aditya,False,False
149017,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Growth Option,INF209KB12A2,,Aditya,True,True
149018,Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Payout of IDCW option,INF209KB13A0,,Aditya,True,False
149019,PGIM India Small Cap Fund - Direct Plan- Growth Option,INF663L01W06,,PGIM,True,True
149020,PGIM India Small Cap Fund - Regular Plan - Growth Option,INF663L01W30,,PGIM,False,True
149021,ITI Dynamic Bond Fund - Regular Plan - Growth Option,INF00XX01AT0,,ITI,False,True
149022,ITI Dynamic Bond Fund - Regular Plan - Monthly IDCW Option,INF00XX01AY0,INF00XX01AU8,ITI,False,False
149023,ITI Dynamic Bond Fund - Direct Plan - Monthly IDCWOption,INF00XX01BH3,INF00XX01BD2,ITI,True,False
149024,ITI Dynamic Bond Fund - Regular Plan - Quarterly IDCW Option,INF00XX01AZ7,INF00XX01AV6,ITI,False,False
149025,ITI Dynamic Bond Fund - Direct Plan - Quarterly IDCW Option,INF00XX01BI1,INF00XX01BE0,ITI,True,False
149026,ITI Dynamic Bond Fund - Regular Plan - Half Yearly IDCW Option,INF00XX01BA8,INF00XX01AW4,ITI,False,False
149027,ITI Dynamic Bond Fund - Regular Plan - Annually IDCWOption,INF00XX01BB6,INF00XX01AX2,ITI,False,False
149028,ITI Dynamic Bond Fund - Direct Plan - Half Yearly IDCW Option,INF00XX01BJ9,INF00XX01BF7,ITI,True,False
149029,ITI Dynamic Bond Fund - Direct Plan - Growth Option,INF00XX01BC4,,ITI,True,True
149030,ITI Dynamic Bond Fund - Direct Plan - Annually IDCW Option,INF00XX01BK7,INF00XX01BG5,ITI,True,False
149031,PGIM India Small Cap Fund - Direct Plan - IDCW Option,INF663L01W14,INF663L01W22,PGIM,True,False
149032,PGIM India Small Cap Fund - Regular Plan - IDCW Option,INF663L01W48,INF663L01W55,PGIM,False,False
149033,Tata Floating Rate Fund-Direct Plan-IDCW Periodic Dividend Reinvestment,,INF277KA1067,Tata,True,False
149034,Tata Floating Rate Fund-Direct Plan-IDCW Quarterly Dividend Reinvestment,,INF277KA1083,Tata,True,False
149035,Tata Floating Rate Fund-Regular Plan-IDCW Monthly Dividend Reinvestment,,INF277KA1141,Tata,False,False
149036,Tata Floating Rate Fund-Regular Plan-IDCW Periodic Dividend Reinvestment,,INF277KA1133,Tata,False,False
149037,Tata Floating Rate Fund-Direct Plan-IDCW Monthly Dividend Reinvestment,,INF277KA1075,Tata,True,False
149038,Tata Floating Rate Fund-Regular Plan-IDCW Quarterly Dividend Reinvestment,,INF277KA1158,Tata,False,False
149039,Navi Nifty 50 Index Fund-Direct Plan-Growth,INF959L01FP2,,Navi,True,True
149040,Navi Nifty 50 Index Fund-Regular Plan-Growth,INF959L01FQ0,,Navi,False,True
149041,SBI Nifty Consumption ETF,INF200KA1X17,,SBI,False,False
149042,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1X33,,SBI,False,False
149043,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Growth,INF200KA1X41,,SBI,True,True
149044,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1X58,,SBI,True,False
149045,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Growth,INF200KA1X25,,SBI,False,True
149046,Axis Floater Fund - Regular Plan - Quarterly IDCW,INF846K018B5,INF846K017B7,Axis,False,False
149047,Axis Floater Fund - Regular Plan - Annual IDCW,INF846K014B4,INF846K013B6,Axis,False,False
149048,Axis Floater Fund - Regular Plan - Growth,INF846K012B8,,Axis,False,True
149049,Axis Floater Fund - Direct Plan - Growth,INF846K014A6,,Axis,True,True
149050,Axis Floater Fund - Direct Plan - Daily IDCW,,INF846K011B0,Axis,True,False
149051,Axis Floater Fund - Direct Plan - Monthly IDCW,INF846K018A7,INF846K017A9,Axis,True,False
149052,Axis Floater Fund - Direct Plan - Quarterly IDCW,INF846K019A5,INF846K010B2,Axis,True,False
149053,Axis Floater Fund - Regular Plan - Monthly IDCW,INF846K016B9,INF846K015B1,Axis,False,False
149054,Axis Floater Fund - Regular Plan - Daily IDCW,,INF846K019B3,Axis,False,False
149055,Axis Floater Fund - Direct Plan - Annual IDCW,INF846K016A1,INF846K015A3,Axis,True,False
149056,Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan-Growth,INF174KA1HD1,,Kotak,False,True
149058,Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan -IDCW Option,INF174KA1HE9,INF174KA1HF6,Kotak,False,False
149059,Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan -Growth,INF174KA1HG4,,Kotak,True,True
149060,Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan - IDCW Option,INF174KA1HH2,INF174KA1HI0,Kotak,True,False
149062,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Growth Option,INF209KB16A3,,Aditya,True,True
149063,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Payout of IDCW Option,INF209KB17A1,,Aditya,True,False
149064,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Growth Option,INF209KB14A8,,Aditya,False,True
149065,Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Payout of IDCW Option,INF209KB15A5,,Aditya,False,False
149066,Tata Business Cycle Fund-Direct Plan-IDCW Payout,INF277KA1174,,Tata,True,False
149067,Tata Business Cycle Fund-Direct Plan-IDCW Reinvestment,,INF277KA1182,Tata,True,False
149068,Tata Business Cycle Fund-Regular Plan-Growth,INF277KA1190,,Tata,False,True
149069,Tata Business Cycle Fund-Regular Plan-IDCW Reinvestment,,INF277KA1216,Tata,False,False
149070,Tata Business Cycle Fund-Regular Plan-IDCW Payout,INF277KA1208,,Tata,False,False
149071,Tata Business Cycle Fund-Direct Plan-Growth,INF277KA1166,,Tata,True,True
149072,ICICI Prudential Nifty FMCG ETF,INF109KC19V3,,ICICI,False,False
149073,TRUSTMF Short Duration Fund-Regular Plan-Growth,INF0GCD01313,,TRUSTMF,False,True
149074,TRUSTMF Short Duration Fund-Regular Plan-Weekly Income Distribution Cum Capital Withdrawal,,INF0GCD01321,TRUSTMF,False,False
149075,TRUSTMF Short Duration Fund-Regular Plan-Quarterly Income Distribution Cum Capital Withdrawal,INF0GCD01354,INF0GCD01362,TRUSTMF,False,False
149076,TRUSTMF Short Duration Fund-Direct Plan-Growth,INF0GCD01370,,TRUSTMF,True,True
149077,TRUSTMF Short Duration Fund-Direct Plan-Weekly Income Distribution Cum Capital Withdrawal,,INF0GCD01388,TRUSTMF,True,False
149078,TRUSTMF Short Duration Fund-Direct Plan-Monthly Income Distribution Cum Capital Withdrawal,INF0GCD01396,INF0GCD01404,TRUSTMF,True,False
149079,TRUSTMF Short Duration Fund-Direct Plan-Quarterly Income Distribution Cum Capital Withdrawal,INF0GCD01412,INF0GCD01420,TRUSTMF,True,False
149080,TRUSTMF Short Duration Fund-Regular Plan-Monthly Income Distribution Cum Capital Withdrawal,INF0GCD01339,INF0GCD01347,TRUSTMF,False,False
149081,SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1X90,,SBI,True,False
149082,SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Direct Plan - Growth,INF200KA1X82,,SBI,True,True
149083,SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Regular Plan - Growth,INF200KA1X66,,SBI,False,True
149084,SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1X74,,SBI,False,False
149085,Canara Robeco Value Fund - Direct Plan - Growth Option,INF760K01JW4,,Canara,True,True
149086,Canara Robeco Value Fund - Direct Plan - IDCW (Payout/Reinvestment),INF760K01JY0,INF760K01JX2,Canara,True,False
149087,Canara Robeco Value Fund - Regular Plan - IDCW (Payout/Reinvestment),INF760K01KB6,INF760K01KA8,Canara,False,False
149088,Canara Robeco Value Fund - Regular Plan - Growth Option,INF760K01JZ7,,Canara,False,True
149089,Nippon India Flexi Cap Fund - Regular Plan - Growth Plan - Growth Option,INF204KC1097,,Nippon,False,True
149090,UTI Focused Fund - Regular Plan - Growth Option,INF789F1AUY5,,UTI,False,True
149091,UTI Focused Fund - Direct Plan - Growth Option,INF789F1AVA3,,UTI,True,True
149092,UTI Focused Fund - Regular Plan - IDCW Payout Option,INF789F1AUZ2,,UTI,False,False
149093,UTI Focused Fund - Direct Plan - IDCW Payout Option,INF789F1AVB1,,UTI,True,False
149094,Nippon India Flexi Cap Fund - Direct Plan - Growth Plan - Growth Option,INF204KC1121,,Nippon,True,True
149095,Nippon India Flexi Cap Fund - Direct Plan - IDCW Option,INF204KC1139,INF204KC1147,Nippon,True,False
149096,Nippon India Flexi Cap Fund - Regular Plan - IDCW Option,INF204KC1105,INF204KC1113,Nippon,False,False
149097,Bandhan US specific Equity Active FOF - IDCW - REGULAR PLAN,INF194KB1CD7,,Bandhan,False,False
149098,Bandhan US specific Equity Active FOF - GROWTH - DIRECT PLAN,INF194KB1CF2,,Bandhan,True,True
149099,Bandhan US specific Equity Active FOF - IDCW - DIRECT PLAN,INF194KB1CG0,,Bandhan,True,False
149100,Bandhan US specific Equity Active FOF - GROWTH - REGULAR PLAN,INF194KB1CC9,,Bandhan,False,True
149101,Mahindra Manulife Flexi Cap Fund - Regular Plan -Growth,INF174V01AP8,,Mahindra,False,True
149102,Mahindra Manulife Flexi Cap Fund - Regular Plan -IDCW,INF174V01AR4,INF174V01AQ6,Mahindra,False,False
149103,Mahindra Manulife Flexi Cap Fund - Direct Plan -IDCW,INF174V01AU8,INF174V01AT0,Mahindra,True,False
149104,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,INF174V01AS2,,Mahindra,True,True
149105,Mirae Asset Nifty Financial Services ETF,INF769K01HI8,,Mirae,False,False
149106,HDFC NIFTY50 Equal weight Index Fund - Growth Option,INF179KC1BN6,,HDFC,False,True
149107,HDFC NIFTY50 Equal weight Index Fund - Direct Plan - Growth Option,INF179KC1BM8,,HDFC,True,True
149108,SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1Y32,,SBI,True,False
149109,SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Growth,INF200KA1Y08,,SBI,False,True
149110,SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1Y16,,SBI,False,False
149111,SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Growth,INF200KA1Y24,,SBI,True,True
149112,Mirae Asset Money Market Fund Direct Growth,INF769K01HN8,,Mirae,True,True
149113,Mirae Asset Money Market Fund Direct IDCW,INF769K01HM0,INF769K01HO6,Mirae,True,False
149114,Mirae Asset Money Market Fund Regular IDCW,INF769K01HJ6,INF769K01HL2,Mirae,False,False
149115,Mirae Asset Money Market Fund Regular Growth,INF769K01HK4,,Mirae,False,True
149116,Union Money Market Fund - Regular Plan -  Growth Option,INF582M01HO9,,Union,False,True
149117,Union Money Market Fund - Direct Plan -  Growth Option,INF582M01HG5,,Union,True,True
149118,Union Money Market Fund - Regular Plan - Daily IDCW Option,,INF582M01HP6,Union,False,False
149119,Union Money Market Fund - Direct Plan - Daily IDCW Option,,,Union,True,False
149120,Union Money Market Fund - Regular Plan -  Weekly IDCW Option,,INF582M01HQ4,Union,False,False
149121,Union Money Market Fund - Direct Plan -  Weekly IDCW Option,,,Union,True,False
149122,Union Money Market Fund - Regular Plan -  Monthly IDCW Option,INF582M01HS0,INF582M01HR2,Union,False,False
149123,Union Money Market Fund - Direct Plan -  Monthly IDCW Option,INF582M01HK7,INF582M01HJ9,Union,True,False
149128,Nippon India Fixed Maturity Plan - XLIII - Series 1 - Regular Plan - Income Distribution cum Capital Withdrawal Plan,INF204KC1162,,Nippon,False,False
149129,Nippon India Fixed Maturity Plan - XLIII - Series 1- Direct Plan - Growth Option,INF204KC1170,,Nippon,True,True
149130,Nippon India Fixed Maturity Plan - XLIII - Series 1 - Direct Plan - Income Distribution Cum Capital Withdrawal Plan,INF204KC1188,,Nippon,True,False
149131,Nippon India Fixed Maturity Plan - XLIII - Series 1 - Regular Plan - Growth Option,INF204KC1154,,Nippon,False,True
149132,SBI Balanced Advantage Fund - Regular Plan - Growth,INF200KA1Y40,,SBI,False,True
149133,SBI Balanced Advantage Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1Y57,INF200KA1Y65,SBI,False,False
149134,SBI Balanced Advantage Fund - Direct Plan - Growth,INF200KA1Y73,,SBI,True,True
149135,SBI Balanced Advantage Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1Y81,INF200KA1Y99,SBI,True,False
149136,Kotak FMP Series 292 - Regular Plan - Growth,INF174KA1HK6,,Kotak,False,True
149137,Kotak FMP Series 292 - Regular Plan - IDCW Payout,INF174KA1HL4,,Kotak,False,False
149138,Kotak FMP Series 292 - Direct Plan - IDCW Payout,INF174KA1HN0,,Kotak,True,False
149139,Kotak FMP Series 292 - Direct Plan - Growth,INF174KA1HM2,,Kotak,True,True
149140,Baroda BNP Paribas Business Cycle Fund - Regular Plan - Growth,INF955L01KH7,,Baroda,False,True
149141,Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth,INF955L01KK1,,Baroda,True,True
149142,Baroda BNP Paribas Business Cycle Fund - Regular Plan - IDCW Option,INF955L01KI5,INF955L01KJ3,Baroda,False,False
149143,Baroda BNP Paribas Business Cycle Fund - Direct Plan - IDCW Option,INF955L01KL9,INF955L01KM7,Baroda,True,False
149144,SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1Z31,,SBI,True,False
149145,SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Growth,INF200KA1Z07,,SBI,False,True
149146,SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1Z15,,SBI,False,False
149147,SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Growth,INF200KA1Z23,,SBI,True,True
149152,HSBC Mid Cap Fund - Regular - IDCW,,,HSBC,False,False
149153,HSBC Mid Cap Fund - Regular - Growth,,,HSBC,False,True
149154,HSBC Mid Cap Fund - Direct - Growth,,,HSBC,True,True
149155,HSBC Mid Cap Fund - Direct - IDCW,,,HSBC,True,False
149156,Axis NIFTY India Consumption ETF,INF846K016C7,,Axis,False,False
149157,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Growth,INF109KC1R55,,ICICI,False,True
149158,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - Growth,INF109KC1R89,,ICICI,True,True
149159,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - IDCW,INF109KC1R71,INF109KC1R63,ICICI,False,False
149160,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - IDCW,INF109KC1S05,INF109KC1R97,ICICI,True,False
149165,Axis Value Fund - Regular Plan - IDCW,INF846K014C2,INF846K015C9,Axis,False,False
149166,Axis Value Fund - Direct Plan - Growth,INF846K010C0,,Axis,True,True
149167,Axis Value Fund - Regular Plan - Growth,INF846K013C4,,Axis,False,True
149168,Axis Value Fund - Direct Plan - IDCW,INF846K011C8,INF846K012C6,Axis,True,False
149169,Mirae Asset S&P 500 Top 50 ETF,INF769K01HP3,,Mirae,False,False
149170,Mirae Asset S&P 500 Top 50 ETF Fund of Fund Direct Growth,INF769K01HR9,,Mirae,True,True
149171,Mirae Asset S&P 500 Top 50 ETF Fund of Fund Regular Growth,INF769K01HQ1,,Mirae,False,True
149172,SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan - Growth,INF200KA1Z49,,SBI,False,True
149173,SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan -Income Distribution Capital Withdrawal Option (IDCW),INF200KA1Z56,,SBI,False,False
149174,SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Growth,INF200KA1Z64,,SBI,True,True
149175,SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW),INF200KA1Z72,,SBI,True,False
149180,HDFC Developed World Overseas Equity Passive FOF - Direct Plan - Growth Option,INF179KC1BO4,,HDFC,True,True
149181,HDFC Developed World Overseas Equity Passive FOF - Growth Option,INF179KC1BP1,,HDFC,False,True
149182,Kotak Multicap Fund-Regular Plan-Growth,INF174KA1HS9,,Kotak,False,True
149183,Kotak Multicap Fund- Regular Plan -IDCW Option,INF174KA1HT7,INF174KA1HU5,Kotak,False,False
149185,Kotak Multicap Fund-Direct Plan-Growth,INF174KA1HV3,,Kotak,True,True
149187,Kotak Multicap Fund-Direct Plan-IDCW Option,INF174KA1HW1,INF174KA1HX9,Kotak,True,False
149188,DSP FMP Series - 264 - 60M - 17D - Regular Plan - Growth,INF740KA1QE5,,DSP,False,True
149189,DSP FMP Series - 264 - 60M - 17D - Regular - IDCW,INF740KA1QF2,INF740KA1QG0,DSP,False,False
149190,DSP FMP Series - 264 - 60M - 17D - Direct - Growth,INF740KA1QH8,,DSP,True,True
149191,DSP FMP Series - 264 - 60M - 17D - Direct - IDCW,INF740KA1QI6,INF740KA1QJ4,DSP,True,False
149194,SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW),INF200KA11A5,,SBI,True,False
149195,SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Growth,INF200KA10A7,,SBI,True,True
149196,SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Income Distribution Capital Withdrawal Option (IDCW),INF200KA1Z98,,SBI,False,False
149197,SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Growth,INF200KA1Z80,,SBI,False,True
149198,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular Growth,INF209KB16B1,,Aditya,False,True
149199,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct Growth,INF209KB18B7,,Aditya,True,True
149200,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct IDCW,INF209KB19B5,,Aditya,True,False
149201,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular IDCW,INF209KB17B9,,Aditya,False,False
149208,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Growth,INF109KC1S13,,ICICI,False,True
149210,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Growth,INF109KC1S88,,ICICI,True,True
149218,ICICI Prudential NASDAQ 100 Index Fund - Growth,INF109KC1U27,,ICICI,False,True
149219,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - Growth,INF109KC1U50,,ICICI,True,True
149220,ICICI Prudential NASDAQ 100 Index Fund - IDCW,INF109KC1U35,INF109KC1U43,ICICI,False,False
149221,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - IDCW,INF109KC1U68,INF109KC1U76,ICICI,True,False
149222,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Weekly - IDCW,,,ICICI,False,False
